id,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,company
717,Bajaj Pulsar RS 200,80000.0,2015,individual,1st ,32000,0.0,Bajaj
718,Yamaha Alpha,25000.0,2015,individual,2nd ,14000,54253.0,Yamaha
719,Honda Livo,35000.0,2016,individual,1st ,70000,0.0,Honda
720,Mahindra Gusto,25000.0,2016,individual,1st ,13500,51185.0,Mahindra
721,Bajaj Discover 125,26000.0,2012,individual,1st ,75000,57549.0,Bajaj
722,Hero Glamour 125,15000.0,2011,individual,1st ,75000,61600.0,Hero
723,Honda CB Unicorn 160,50000.0,2017,individual,1st ,52000,77545.0,Honda
724,Hero Pleasure,26500.0,2013,individual,1st ,18860,49600.0,Hero
725,Royal Enfield Classic 350,135000.0,2017,individual,1st ,2700,0.0,Royal Enfield
726,Honda CB Hornet 160R,80000.0,2016,individual,1st ,100000,92661.0,Honda
727,Bajaj CT 100,30000.0,2016,individual,1st ,38500,0.0,Bajaj
728,Yamaha FZ S V 2.0,90000.0,2018,individual,1st ,10500,87042.0,Yamaha
729,Bajaj Pulsar 180,85000.0,2016,individual,1st ,35000,85011.0,Bajaj
730,Hero Glamour 125,54000.0,2013,individual,1st ,17000,61600.0,Hero
731,Bajaj CT 100,42000.0,2019,individual,1st ,2900,0.0,Bajaj
732,Bajaj Discover 100 T,25000.0,2014,individual,1st ,30000,47032.0,Bajaj
733,TVS Star City Plus,50000.0,2016,individual,2nd ,14000,0.0,TVS
734,Honda CB Unicorn 150,55000.0,2014,individual,1st ,10000,74295.0,Honda
735,Hero Passion PRO TR,35000.0,2014,individual,1st ,9556,54586.0,Hero
736,Honda CB Shine SP,50000.0,2018,individual,1st ,37000,64750.0,Honda
737,Bajaj V15,45000.0,2015,individual,1st ,2700,65626.0,Bajaj
738,Bajaj V15,45000.0,2016,individual,1st ,36000,67187.0,Bajaj
739,Bajaj Discover 100,28000.0,2015,individual,2nd ,52000,42859.0,Bajaj
740,Royal Enfield Electra 4 S,80000.0,2013,individual,1st ,46000,0.0,Royal Enfield
741,KTM 200 Duke,130000.0,2016,individual,1st ,12000,0.0,KTM
742,Bajaj Pulsar 220F,120000.0,2019,individual,1st ,6500,0.0,Bajaj
743,Suzuki GS150R,27000.0,2012,individual,1st ,14100,70851.0,Suzuki
744,Honda Shine,30000.0,2014,individual,1st ,40000,0.0,Honda
745,Honda CB Unicorn Dazzler,50000.0,2010,individual,1st ,75000,71757.0,Honda
746,Honda Livo,45000.0,2018,individual,1st ,10000,0.0,Honda
747,Honda Aviator,28000.0,2009,individual,1st ,29625,59183.0,Honda
748,Honda Activa [2000-2015],6000.0,2006,individual,2nd ,35000,50267.0,Activa
749,Hero Hunk,35000.0,2016,individual,1st ,32000,78513.0,Hero
750,Honda Activa 125,30000.0,2014,individual,1st ,20000,0.0,Activa
751,Bajaj Discover 110,15000.0,2007,individual,1st ,70000,52710.0,Bajaj
752,Hero Xtreme [2013-2014],45000.0,2013,individual,1st ,57000,75936.0,Hero
753,TVS Victor GLX,18000.0,2005,individual,1st ,11000,0.0,TVS
754,Bajaj Pulsar NS200,85000.0,2018,individual,1st ,17500,0.0,Bajaj
755,Honda Aviator,30000.0,2014,individual,1st ,7000,59183.0,Honda
756,Bajaj Platina 100,40000.0,2018,individual,1st ,17500,0.0,Bajaj
757,TVS Sport,34000.0,2018,individual,1st ,25000,0.0,TVS
759,Bajaj V15,70000.0,2018,individual,1st ,15000,67187.0,Bajaj
760,Honda Dio,50000.0,2016,individual,1st ,8000,0.0,Honda
761,Honda Dream Yuga,35000.0,2015,individual,1st ,39448,56147.0,Honda
763,Bajaj Pulsar 150,50000.0,2012,individual,1st ,28000,0.0,Bajaj
764,Bajaj Discover 135,37000.0,2008,individual,1st ,62000,0.0,Bajaj
765,Honda Livo,69000.0,2018,individual,1st ,12000,0.0,Honda
767,Bajaj Discover 125,25000.0,2011,individual,1st ,70000,57549.0,Bajaj
768,Yamaha FZ V 2.0,60000.0,2018,individual,1st ,25000,81508.0,Yamaha
769,Yamaha SZ-S,50000.0,2014,individual,1st ,20000,72532.0,Yamaha
770,Royal Enfield Thunderbird 350,135000.0,2016,individual,1st ,4500,0.0,Royal Enfield
771,Bajaj Discover 125 M,30000.0,2014,individual,1st ,45000,49146.0,Bajaj
772,Yamaha FZ S [2012-2016],60000.0,2014,individual,1st ,68000,79432.0,Yamaha
773,Honda Activa [2000-2015],23000.0,2009,individual,1st ,95000,50267.0,Activa
774,Bajaj Xcd,20000.0,2009,individual,1st ,16000,0.0,Bajaj
775,Bajaj Avenger Street 160,80000.0,2019,individual,1st ,5000,0.0,Bajaj
776,Royal Enfield Electra 5 S,99000.0,2006,individual,2nd ,36000,0.0,Royal Enfield
777,TVS Apache RTR 200 4V,90000.0,2018,individual,1st ,70000,0.0,TVS
779,Hero Glamour 125,50000.0,2017,individual,1st ,8600,61600.0,Hero
780,TVS Victor GLX,27000.0,2002,individual,1st ,49000,0.0,TVS
781,Honda Grazia,60000.0,2018,individual,1st ,16000,0.0,Honda
782,Bajaj Pulsar 150 [2001-2011],12000.0,2007,individual,2nd ,100000,0.0,Bajaj
783,Hero Xtreme 2014,50000.0,2014,individual,1st ,10000,72973.0,Hero
784,Hero Pleasure,20000.0,2012,individual,2nd ,30000,49600.0,Hero
785,Hero Passion XPro,45000.0,2018,individual,1st ,7000,58900.0,Hero
786,Hero Super Splendor,40000.0,2013,individual,1st ,68000,0.0,Hero
787,Yamaha FZ S [2012-2016],45000.0,2016,individual,2nd ,20000,79432.0,Yamaha
788,Honda Activa [2000-2015],25000.0,2015,individual,1st ,25000,50267.0,Activa
789,Hero Glamour FI,75000.0,2019,individual,1st ,8900,71150.0,Hero
791,Hero Splendor Plus,25000.0,2006,individual,2nd ,40000,0.0,Hero
792,Hero Xpulse 200,100000.0,2019,individual,1st ,8500,107500.0,Hero
793,Honda CB Unicorn 150,30000.0,2012,individual,1st ,32000,74295.0,Honda
794,Bajaj Discover 135,25000.0,2010,individual,1st ,55000,0.0,Bajaj
797,Royal Enfield Electra Twinspark,120000.0,2016,individual,1st ,345000,0.0,Royal Enfield
798,Honda Dream Neo,42000.0,2014,individual,1st ,21000,53415.0,Honda
799,Hero Maestro,30000.0,2013,individual,1st ,60000,49412.0,Hero
800,Honda CBR150 R,77000.0,2014,individual,1st ,38000,132513.0,Honda
801,Honda CB Unicorn Dazzler,25000.0,2011,individual,1st ,40000,71757.0,Honda
802,TVS Apache [2006],15000.0,2006,individual,1st ,40000,0.0,TVS
803,Hero Passion XPro,25000.0,2013,individual,1st ,25000,59640.0,Hero
804,Honda Activa 5G,50000.0,2018,individual,1st ,25000,57957.0,Activa
805,Honda Activa i,30000.0,2014,individual,1st ,25000,53900.0,Activa
806,TVS Apache RTR 200 4V,125000.0,2019,individual,1st ,3000,0.0,TVS
808,Suzuki Gixxer [2014-2018],45000.0,2015,individual,1st ,40000,78316.0,Suzuki
809,Hero Xpulse 200,98000.0,2019,individual,1st ,8500,107500.0,Hero
810,Bajaj Pulsar 150,75000.0,2017,individual,1st ,30000,0.0,Bajaj
811,Bajaj Pulsar AS150,55000.0,2017,individual,2nd ,20000,80821.0,Bajaj
812,Bajaj Platina 100,25000.0,2013,individual,1st ,30000,0.0,Bajaj
813,Honda CB Twister,70000.0,2014,individual,1st ,12566,49150.0,Honda
814,Suzuki SlingShot,24000.0,2011,individual,1st ,17000,0.0,Suzuki
815,TVS Apache RTR 160,70000.0,2018,individual,1st ,17000,0.0,TVS
816,Bajaj V12,45000.0,2017,individual,1st ,35000,58906.0,Bajaj
817,Hero Karizma 2014,25000.0,2015,individual,1st ,40000,86744.0,Hero
818,Yamaha YZF R15 V3,170000.0,2019,individual,1st ,1400,146400.0,Yamaha
819,Yamaha Fascino 110,38000.0,2016,individual,1st ,37000,54500.0,Yamaha
820,Honda CB Unicorn 160,45000.0,2015,individual,1st ,15000,77545.0,Honda
821,Yamaha Gladiator,15000.0,2009,individual,1st ,46000,0.0,Yamaha
823,Bajaj Discover 100,22000.0,2014,individual,1st ,14289,42859.0,Bajaj
824,Mahindra Gusto,30000.0,2015,individual,2nd ,20000,51185.0,Mahindra
825,Royal Enfield Thunderbird 350,100000.0,2012,individual,1st ,28000,0.0,Royal Enfield
826,Royal Enfield Classic 350,100000.0,2014,individual,1st ,19000,0.0,Royal Enfield
827,Bajaj Pulsar 150,60000.0,2017,individual,1st ,28450,0.0,Bajaj
828,Royal Enfield Electra Twinspark,100000.0,2014,individual,1st ,31500,0.0,Royal Enfield
829,Bajaj Pulsar 150,40000.0,2016,individual,1st ,28000,0.0,Bajaj
830,Bajaj Pulsar 150,21000.0,2007,individual,1st ,100000,0.0,Bajaj
831,Hero HF Deluxe,40000.0,2018,individual,1st ,16000,0.0,Hero
832,Honda Activa [2000-2015],25000.0,2007,individual,1st ,17860,50267.0,Activa
833,Yamaha FZ S [2012-2016],45000.0,2015,individual,1st ,24000,79432.0,Yamaha
834,Bajaj Avenger Cruise 220,75000.0,2016,individual,1st ,10950,0.0,Bajaj
835,Honda Dio,45000.0,2017,individual,1st ,35850,0.0,Honda
836,Honda Activa i [2016-2017],35000.0,2016,individual,1st ,29000,53436.0,Activa
837,Royal Enfield Bullet 350 [2007-2011],60000.0,2001,individual,2nd ,4000,0.0,Royal Enfield
838,Yamaha FZ V 2.0,60000.0,2016,individual,1st ,45420,81508.0,Yamaha
839,Royal Enfield Classic 350,130000.0,2018,individual,2nd ,35000,0.0,Royal Enfield
840,Honda CB Shine SP,42000.0,2017,individual,1st ,19800,64750.0,Honda
841,Bajaj V15,76000.0,2018,individual,1st ,23000,65626.0,Bajaj
842,Hero CBZ,40000.0,2014,individual,1st ,35000,0.0,Hero
843,Hero Splendor Plus,65000.0,2018,individual,1st ,7500,0.0,Hero
844,Bajaj Discover 100 T,20000.0,2013,individual,1st ,20000,47032.0,Bajaj
845,Honda CB Hornet 160R,75000.0,2016,individual,1st ,72000,92661.0,Honda
846,Honda CB Hornet 160R,70000.0,2018,individual,1st ,7000,92661.0,Honda
847,TVS Apache RTR 160 4V,105000.0,2019,individual,1st ,6000,0.0,TVS
848,Honda CB Shine SP,50000.0,2017,individual,1st ,34300,62317.0,Honda
849,Royal Enfield Classic 350,120000.0,2017,individual,1st ,7199,0.0,Royal Enfield
850,Bajaj Pulsar 180,25000.0,2011,individual,1st ,43000,85011.0,Bajaj
851,TVS XL 100,30000.0,2017,individual,1st ,8000,30490.0,TVS
852,Hero Super Splendor,50000.0,2017,individual,1st ,9999,0.0,Hero
854,Bajaj Pulsar 180,50000.0,2014,individual,1st ,30000,85011.0,Bajaj
855,Bajaj Discover 150,35000.0,2015,individual,1st ,12000,54299.0,Bajaj
856,Bajaj Pulsar 180,30000.0,2009,individual,1st ,17500,85011.0,Bajaj
857,Honda Shine,37000.0,2016,individual,1st ,45000,0.0,Honda
858,Honda CB Unicorn 150,42000.0,2013,individual,1st ,38000,74295.0,Honda
859,Royal Enfield Himalayan,119000.0,2016,individual,1st ,19800,0.0,Royal Enfield
860,Kawasaki Ninja 650 [2018-2019],300000.0,2011,individual,1st ,12000,589000.0,Kawasaki
861,Royal Enfield Classic 350,130000.0,1993,individual,2nd ,10000,0.0,Royal Enfield
864,Benelli TNT 25,160000.0,2017,individual,1st ,2009,170994.0,Benelli
865,Royal Enfield Thunderbird 500X,185000.0,2018,individual,1st ,1500,198605.0,Royal Enfield
866,Royal Enfield Continental GT [2013 - 2018],110000.0,2014,individual,1st ,12077,208902.0,Royal Enfield
867,KTM RC 200,150000.0,2017,individual,1st ,20000,0.0,KTM
868,Royal Enfield Bullet 350 [2007-2011],150000.0,1995,individual,3rd ,20000,0.0,Royal Enfield
869,Bajaj Pulsar 220F,45000.0,2011,individual,1st ,40000,0.0,Bajaj
870,Bajaj Avenger Street 220,75000.0,2018,individual,1st ,12000,95955.0,Bajaj
871,Honda Activa 125 [2016-2017],50000.0,2017,individual,1st ,27000,61545.0,Activa
872,Honda Shine,30000.0,2013,individual,1st ,93000,0.0,Honda
873,Bajaj Discover 150F,30000.0,2015,individual,1st ,12000,64071.0,Bajaj
874,Bajaj Pulsar 150 [2001-2011],22000.0,2011,individual,1st ,36000,0.0,Bajaj
875,Hero Karizma ZMR,75000.0,2015,individual,1st ,11000,108000.0,Hero
876,Honda Dream Yuga,45000.0,2017,individual,1st ,26000,56147.0,Honda
877,Hero Glamour 125,35000.0,2014,individual,1st ,450000,61600.0,Hero
878,Honda Activa [2000-2015],35000.0,2012,individual,1st ,29000,50267.0,Activa
879,Bajaj CT 100,25000.0,2017,individual,1st ,45000,0.0,Bajaj
880,Honda CB Hornet 160R,70000.0,2017,individual,1st ,13000,92210.0,Honda
881,Hero CD Dawn,10000.0,2005,individual,1st ,48000,0.0,Hero
882,Royal Enfield Classic Gunmetal Grey,180000.0,2018,individual,1st ,5814,148114.0,Royal Enfield
883,Bajaj Discover 100,24000.0,2014,individual,1st ,31000,42859.0,Bajaj
884,Honda Shine,42000.0,2017,individual,1st ,25000,0.0,Honda
885,TVS Max DLX,26000.0,2002,individual,2nd ,28000,0.0,TVS
886,Honda Dio,60000.0,2018,individual,1st ,11000,0.0,Honda
887,Bajaj Pulsar 180,72000.0,2017,dealer,1st ,7850,85011.0,Bajaj
888,Royal Enfield Thunderbird 350,120000.0,2015,individual,1st ,10000,0.0,Royal Enfield
889,Royal Enfield Thunderbird 350,59000.0,2005,individual,2nd ,40000,0.0,Royal Enfield
890,Royal Enfield Classic Chrome,185000.0,2015,individual,2nd ,5000,189313.0,Royal Enfield
891,Royal Enfield Classic Gunmetal Grey,140000.0,2018,individual,1st ,14000,148114.0,Royal Enfield
892,KTM 390 Duke,205000.0,2018,individual,1st ,7500,0.0,KTM
893,Hero Pleasure [2005-2015],30000.0,2013,individual,1st ,25000,46779.0,Hero
894,TVS Victor,18000.0,2004,individual,1st ,46700,54852.0,TVS
895,Bajaj Pulsar 150,35000.0,2011,individual,1st ,12000,0.0,Bajaj
896,KTM RC 200,185000.0,2019,individual,1st ,6000,0.0,KTM
897,Kawasaki Ninja 300,300000.0,2016,individual,1st ,9800,360000.0,Kawasaki
898,Honda Dream Yuga,30000.0,2015,individual,2nd ,46070,56147.0,Honda
899,Bajaj Pulsar 150,35000.0,2009,individual,1st ,14500,0.0,Bajaj
900,Bajaj Pulsar 150 [2001-2011],35000.0,2008,individual,1st ,70000,0.0,Bajaj
902,Yamaha YZF R15 [2011-2018],80000.0,2013,dealer,1st ,30000,118997.0,Yamaha
904,Hero Karizma ZMR,43000.0,2012,individual,2nd ,63000,108000.0,Hero
906,Yo Style,20000.0,2011,individual,1st ,10000,37675.0,Yo
907,Hero Splendor iSmart,40000.0,2015,individual,1st ,10000,52271.0,Hero
908,Hero Super Splendor,30000.0,2011,individual,1st ,89000,0.0,Hero
909,Bajaj Discover 100,21000.0,2009,individual,1st ,50000,42859.0,Bajaj
910,Yamaha Fazer [2009-2016],35000.0,2011,individual,1st ,15500,84751.0,Yamaha
911,Bajaj Discover 125,23000.0,2011,individual,1st ,66000,57549.0,Bajaj
912,Hero Super Splendor,40000.0,2017,individual,2nd ,80000,0.0,Hero
913,Honda Shine,40000.0,2011,individual,1st ,8600,0.0,Honda
914,Bajaj Discover 125 M,45000.0,2014,individual,1st ,40000,47186.0,Bajaj
915,Bajaj Avenger Street 150 [2018],60000.0,2016,individual,1st ,25000,80435.0,Bajaj
916,Yamaha Fazer [2009-2016],40000.0,2013,individual,1st ,34500,84751.0,Yamaha
917,Hero Passion X Pro [2016-2017],42000.0,2016,individual,1st ,15500,59095.0,Hero
918,Honda Activa [2000-2015],18000.0,2011,individual,1st ,28000,50267.0,Activa
919,TVS Star City,15000.0,2006,individual,1st ,40000,46575.0,TVS
921,TVS Star City,25000.0,2016,individual,1st ,50000,47108.0,TVS
922,Bajaj Pulsar 150,70000.0,2017,individual,1st ,24000,0.0,Bajaj
923,Bajaj Discover 100,23000.0,2012,individual,1st ,50000,42859.0,Bajaj
924,TVS Victor,10000.0,2005,individual,1st ,55000,54852.0,TVS
926,Honda Aviator,25000.0,2012,individual,2nd ,12000,59183.0,Honda
927,Bajaj Pulsar 180,50000.0,2010,individual,1st ,70000,85011.0,Bajaj
928,Bajaj Avenger [2015],60000.0,2015,individual,2nd ,16000,75502.0,Bajaj
929,Hero CD Dawn,35000.0,2014,individual,1st ,38000,0.0,Hero
930,Hero Maestro,50000.0,2016,individual,1st ,100000,49412.0,Hero
931,Honda CB Shine SP,50000.0,2016,individual,1st ,45000,64750.0,Honda
935,Honda Activa 3G,40000.0,2016,individual,1st ,60000,54605.0,Activa
936,Bajaj Pulsar 135 LS,45000.0,2017,individual,1st ,22000,64589.0,Bajaj
937,Bajaj Pulsar 150 [2001-2011],30000.0,2008,individual,1st ,19500,0.0,Bajaj
938,Hero Pleasure,30000.0,2013,individual,1st ,25000,49600.0,Hero
940,Bajaj Pulsar 150,40000.0,2014,individual,2nd ,65000,0.0,Bajaj
941,Honda CB Twister,25000.0,2012,individual,1st ,86000,53857.0,Honda
942,Honda Livo,45000.0,2017,individual,1st ,30000,0.0,Honda
943,Bajaj Pulsar AS200,65000.0,2015,individual,1st ,33000,92074.0,Bajaj
944,Honda Activa 3G,40000.0,2015,individual,1st ,36000,54605.0,Activa
946,Honda CB Hornet 160R,70000.0,2017,individual,1st ,28000,83340.0,Honda
947,Hero HF Deluxe,35000.0,2018,individual,1st ,15000,0.0,Hero
948,Hero Splendor PRO,35000.0,2015,individual,1st ,35280,51994.0,Hero
949,Bajaj Boxer,15000.0,2004,individual,1st ,18000,0.0,Bajaj
950,Royal Enfield Electra 5 S,99000.0,2012,individual,1st ,28000,0.0,Royal Enfield
951,Royal Enfield Electra 5 S,90000.0,2012,individual,1st ,40000,0.0,Royal Enfield
953,Hero Ignitor,36000.0,2016,individual,1st ,23000,65599.0,Hero
954,Bajaj Discover 100 M,32000.0,2014,individual,1st ,30000,44756.0,Bajaj
955,Honda Activa 3G,50000.0,2016,individual,1st ,6000,54605.0,Activa
956,Bajaj Pulsar 135 LS,50000.0,2015,individual,1st ,48000,64589.0,Bajaj
957,Bajaj Pulsar 220 DTS-i,60000.0,2014,individual,1st ,16000,0.0,Bajaj
960,Royal Enfield Thunder 500,175000.0,2018,individual,1st ,3000,190000.0,Royal Enfield
961,UM Renegade Mojave,170000.0,2019,individual,1st ,1400,182000.0,UM
962,KTM RC200,165000.0,2019,individual,1st ,4000,178000.0,KTM
963,Bajaj Dominar 400,145000.0,2019,individual,1st ,1200,160000.0,Bajaj
964,Royal Enfield Classic 350,135000.0,2019,individual,1st ,4100,147000.0,Royal Enfield
965,KTM RC390,135000.0,2017,individual,1st ,21700,237000.0,KTM
966,Hyosung GT250R,135000.0,2016,individual,2nd ,16500,345000.0,Hyosung
967,Royal Enfield Thunder 350,125000.0,2015,individual,1st ,15000,150000.0,Royal Enfield
968,Royal Enfield Thunder 350,120000.0,2018,individual,1st ,18000,150000.0,Royal Enfield
969,Royal Enfield Classic 350,120000.0,2019,individual,1st ,11000,147000.0,Royal Enfield
970,KTM RC200,120000.0,2018,individual,1st ,6000,178000.0,KTM
971,Royal Enfield Thunder 350,115000.0,2018,individual,1st ,8700,150000.0,Royal Enfield
972,KTM 390 Duke,115000.0,2016,individual,1st ,7000,240000.0,KTM
973,Mahindra Mojo XT300,115000.0,2018,individual,1st ,35000,140000.0,Mahindra
974,Royal Enfield Classic 350,115000.0,2017,individual,1st ,17000,147000.0,Royal Enfield
975,Royal Enfield Classic 350,111000.0,2017,individual,1st ,17500,147000.0,Royal Enfield
976,Royal Enfield Classic 350,110000.0,2015,individual,1st ,33000,147000.0,Royal Enfield
977,Royal Enfield Thunder 500,110000.0,2017,individual,1st ,14000,190000.0,Royal Enfield
978,Royal Enfield Classic 350,110000.0,2017,individual,1st ,26000,147000.0,Royal Enfield
979,Royal Enfield Thunder 500,105000.0,2015,individual,1st ,5400,190000.0,Royal Enfield
980,Bajaj Pulsar RS200,105000.0,2018,individual,1st ,5700,126000.0,Bajaj
981,Royal Enfield Thunder 350,105000.0,2013,individual,1st ,6900,150000.0,Royal Enfield
982,Royal Enfield Bullet 350,105000.0,2018,individual,1st ,6000,117000.0,Royal Enfield
983,Royal Enfield Classic 350,100000.0,2015,individual,1st ,46500,147000.0,Royal Enfield
984,Royal Enfield Classic 500,95000.0,2014,individual,1st ,11500,175000.0,Royal Enfield
985,Royal Enfield Classic 500,90000.0,2011,individual,1st ,40000,175000.0,Royal Enfield
986,Bajaj Avenger 220,90000.0,2019,individual,1st ,1300,95000.0,Bajaj
987,Bajaj Avenger 150,75000.0,2018,individual,1st ,7000,80000.0,Bajaj
988,Honda CB Hornet 160R,80000.0,2019,individual,1st ,3000,87000.0,Honda
989,Yamaha FZ S V 2.0,78000.0,2019,individual,1st ,5000,84000.0,Yamaha
990,Honda CB Hornet 160R,75000.0,2019,individual,1st ,11000,87000.0,Honda
991,Yamaha FZ 16,75000.0,2017,individual,1st ,18000,82000.0,Yamaha
992,Bajaj Avenger 220,75000.0,2019,individual,1st ,3500,95000.0,Bajaj
993,Bajaj Avenger 220,72000.0,2018,individual,1st ,500,95000.0,Bajaj
994,TVS Apache RTR 160,65000.0,2019,individual,1st ,11800,81000.0,TVS
995,Bajaj Pulsar 150,65000.0,2017,individual,1st ,5000,74000.0,Bajaj
996,Honda CBR 150,65000.0,2016,individual,1st ,23500,120000.0,Honda
997,Hero Extreme,65000.0,2015,individual,1st ,16000,78700.0,Hero
998,Honda CB Hornet 160R,60000.0,2018,individual,1st ,15000,87000.0,Honda
999,Bajaj Avenger 220 dtsi,60000.0,2017,individual,1st ,16600,95000.0,Bajaj
1000,Honda CBR 150,60000.0,2015,individual,1st ,32000,120000.0,Honda
1001,Bajaj Avenger 150 street,60000.0,2018,individual,1st ,20000,80000.0,Bajaj
1002,Yamaha FZ  v 2.0,60000.0,2017,individual,1st ,29000,84000.0,Yamaha
1003,Yamaha FZ  v 2.0,60000.0,2018,individual,1st ,25000,84000.0,Yamaha
1004,Bajaj Pulsar  NS 200,60000.0,2016,individual,1st ,25000,99000.0,Bajaj
1005,TVS Apache RTR 160,60000.0,2014,individual,1st ,19000,81000.0,TVS
1006,Hero Extreme,55000.0,2016,individual,1st ,15000,78700.0,Hero
1007,Yamaha FZ S V 2.0,55000.0,2017,individual,1st ,58000,84000.0,Yamaha
1008,Bajaj Pulsar 220 F,52000.0,2012,individual,1st ,45000,94000.0,Bajaj
1009,Bajaj Pulsar 220 F,51000.0,2018,individual,1st ,24000,94000.0,Bajaj
1010,TVS Apache RTR 180,50000.0,2013,individual,1st ,6000,82600.0,TVS
1011,Hero Passion X pro,50000.0,2018,individual,1st ,31000,55000.0,Hero
1012,Bajaj Pulsar NS 200,50000.0,2014,individual,1st ,13000,99000.0,Bajaj
1013,Bajaj Pulsar NS 200,50000.0,2015,individual,1st ,45000,99000.0,Bajaj
1014,Yamaha Fazer,50000.0,2016,individual,1st ,8000,88000.0,Yamaha
1015,Honda Activa 4G,48000.0,2019,individual,1st ,4300,51000.0,Activa
1016,TVS Sport,48000.0,2019,individual,1st ,15000,52000.0,TVS
1017,Yamaha FZ S V 2.0,48000.0,2017,individual,1st ,23000,84000.0,Yamaha
1018,Honda Dream Yuga,48000.0,2019,individual,1st ,8600,54000.0,Honda
1019,Honda Activa 4G,45000.0,2019,individual,1st ,4000,51000.0,Activa
1020,Bajaj Avenger Street 220,45000.0,2013,individual,1st ,24000,95000.0,Bajaj
1021,TVS Apache RTR 180,45000.0,2016,individual,1st ,23000,82600.0,TVS
1022,Bajaj Pulsar NS 200,45000.0,2014,individual,1st ,14500,99000.0,Bajaj
1023,Bajaj Avenger 220 dtsi,45000.0,2012,individual,1st ,27000,95000.0,Bajaj
1024,Hero Splender iSmart,45000.0,2018,individual,1st ,14000,54000.0,Hero
1025,Activa 3g,45000.0,2018,individual,1st ,500,54000.0,Activa
1026,Hero Passion Pro,45000.0,2018,individual,1st ,1000,55000.0,Hero
1027,TVS Apache RTR 160,42000.0,2016,individual,1st ,42000,81000.0,TVS
1028,Honda CB Trigger,42000.0,2015,individual,1st ,12000,73000.0,Honda
1029,Hero Splender iSmart,40000.0,2017,individual,1st ,14000,54000.0,Hero
1030,Yamaha FZ S,40000.0,2014,individual,1st ,5500,83000.0,Yamaha
1031,Hero Passion Pro,40000.0,2017,individual,1st ,6700,55000.0,Hero
1032,Bajaj Pulsar 135 LS,40000.0,2016,individual,1st ,13700,64000.0,Bajaj
1033,Activa 4g,40000.0,2019,individual,1st ,1300,51000.0,Activa
1034,Honda CB Unicorn,38000.0,2017,individual,1st ,38600,72000.0,Honda
1036,Honda Karizma,35000.0,2013,individual,1st ,30000,105000.0,Honda
1037,Honda Activa 125,35000.0,2018,individual,1st ,24000,57000.0,Activa
1038,TVS Jupyter,35000.0,2016,individual,1st ,19000,52000.0,TVS
1039,Honda Karizma,31000.0,2012,individual,1st ,213000,105000.0,Honda
1041,Hero Splender Plus,30000.0,2018,individual,1st ,50000,48000.0,Hero
1042,Honda CB Shine,30000.0,2015,individual,1st ,30000,58000.0,Honda
1043,Bajaj Discover 100,27000.0,2015,individual,1st ,21000,47000.0,Bajaj
1044,Bajaj Pulsar 150,25000.0,2010,individual,2nd ,26000,75000.0,Bajaj
1045,Suzuki Access 125,25000.0,2010,individual,1st ,1900,58000.0,Suzuki
1046,TVS Wego,25000.0,2012,individual,1st ,22000,52000.0,TVS
1047,Honda CB twister,25000.0,2015,individual,1st ,32000,51000.0,Honda
1048,Hero Glamour,25000.0,2015,individual,1st ,18000,57000.0,Hero
1049,Hero Super Splendor,20000.0,2007,individual,1st ,55000,57000.0,Hero
1050,Bajaj Pulsar 150,20000.0,2010,individual,1st ,60000,75000.0,Bajaj
1051,Bajaj Discover 125,20000.0,2014,individual,2nd ,25000,57000.0,Bajaj
1052,Hero Hunk,20000.0,2009,individual,2nd ,49000,75000.0,Hero
1053,Hero  Ignitor Disc,20000.0,2015,individual,2nd ,24000,65000.0,Hero
1054,Hero  CBZ Xtreme,20000.0,2010,individual,1st ,50000,78700.0,Hero
1055,Bajaj  ct 100,18000.0,2017,individual,1st ,35000,32000.0,Bajaj
1056,Activa 3g,17000.0,2010,individual,1st ,500000,52000.0,Activa
1057,Honda CB twister,16000.0,2012,individual,1st ,33000,51000.0,Honda
1058,Bajaj Discover 125,15000.0,2013,individual,2nd ,35000,57000.0,Bajaj
1059,Honda CB Shine,12000.0,2009,individual,1st ,53000,58000.0,Honda
1060,Bajaj Pulsar 150,10000.0,2008,individual,1st ,92233,75000.0,Bajaj
8,Hero Honda CBZ extreme,30000.0,2010,individual,1st ,32000,0.0,Hero Honda
16,Hero Honda Glamour,25000.0,2006,individual,1st ,27000,0.0,Hero Honda
29,Hero Honda Splendor NXG,21000.0,2009,individual,1st ,10000,0.0,Hero Honda
38,Hero Honda Passion PRO [2012],30000.0,2011,individual,1st ,42000,0.0,Hero Honda
55,Hero Honda Passion Plus,25000.0,2006,individual,1st ,75000,0.0,Hero Honda
76,Hero Honda Karizma ZMR [2010],50000.0,2010,individual,1st ,48000,0.0,Hero Honda
85,Hero Honda CD Deluxe,25000.0,2009,individual,1st ,50000,0.0,Hero Honda
113,Hero Honda Glamour,30000.0,2008,individual,1st ,7500,0.0,Hero Honda
115,Hero Honda Passion Plus,7500.0,2004,individual,1st ,120000,0.0,Hero Honda
126,Hero Honda CBZ extreme,25000.0,2010,individual,1st ,40000,0.0,Hero Honda
135,Hero Honda CBZ extreme,20000.0,2007,individual,1st ,90000,0.0,Hero Honda
166,Hero Honda Pleasure,23000.0,2010,individual,1st ,32000,0.0,Hero Honda
196,Hero Honda Hunk,56000.0,2015,individual,1st ,48000,0.0,Hero Honda
